Pantun,Penulis,Tema,Jenis,Makna,Situasi Penggunaan,Situasi Formal,Situasi Santai,Situasi Kehidupan,Acara/Majlis,Acara Keagamaan,Acara Sosial,Acara Pendidikan,Kata Kunci,Markah,Diterbitkan,Tarikh Cipta,Tarikh Ubah
"Menglegek-glegek budaknya gagap, 
garu kepala lepas bersapa;
Jikalau tenggek itu hinggap,
tengger pula maknanya apa? ",CG Karmin Abbas ,Bahasa,"Teka-teki, humor, jenaka ",Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"kepala, gagap,, budaknya, garu, menglegek-glegek",25.0,ya,2021-08-05,2021-08-05
"Bukan sumpit sebarang sumpit,
sumpit dikarang di tanah karo;
Bukan Covid sebarang Covid,
Covid sekarang semakin ngeri, Bro!",Dr. Umar Zein,Covid,Jenaka,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"sebarang, sumpit, bukan, sumpit,",22.0,ya,2021-07-20,2021-08-03
"Dari Jelapang ke Bukit Timah,
singgah solat di Masjid Ba'alwi;
Sikap garangmu menjadi lemah,
dek lunak kata dan baik budi.",Maarof Salleh,Budi,Nasihat,Memberikan pengajaran atau peringatan dalam kehidupan berasaskan nilai moral dan agama.,Digunakan untuk memberi nasihat atau peringatan dalam kehidupan seharian.,❌,❌,✅,"Kuliah Agama, Ceramah Motivasi, Khutbah Jumaat",✅,❌,❌,"ke, timah,, jelapang, bukit, dari",23.0,ya,2021-07-30,2021-08-03
"Ada tiga ekor memerang,
ramai orang datang melihat;
Jiwa lega selalu girang,
tekanan kurang hidup sihat.",CG Karmin Abbas,Sihat,Motivasi,Menyemarakkan semangat dan motivasi dalam menghadapi cabaran hidup.,Untuk memberi dorongan dan inspirasi kepada individu atau masyarakat.,❌,❌,❌,"Seminar Motivasi, Perhimpunan Sekolah, Sukaneka",❌,❌,✅,"ekor, memerang,, tiga, ramai, ada",25.0,ya,2021-08-02,2021-08-03
"Melata-lata bagai elegi,
runcingan kuku mencekau-cekau;
Daya cipta jikalau tinggi,
diam kaku terkena pukau.",CG Karmin Abbas,Kreativiti,Inspirasi,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"melata-lata, elegi,, runcingan, bagai, kuku",25.0,ya,2021-08-03,2021-08-03
"Rumah ini bertangga-tangga,
baru tadi sampai serambi;
Hari ini tercapai juga,
hasrat jadi model HDB.",CG Karmin Abbas,Angan-angan,Gurau,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"bertangga-tangga,, tadi, ini, rumah, baru",25.0,ya,2021-08-03,2021-08-03
"Geroda kuat sanjungan manusia, 
meremas-remas di atas keraton;
Syabas buat rakyat Indonesia
menang emas acara badminton!",CG Karmin Abbas,Olimpik,Motivasi,Menyemarakkan semangat dan motivasi dalam menghadapi cabaran hidup.,Untuk memberi dorongan dan inspirasi kepada individu atau masyarakat.,❌,❌,❌,"Seminar Motivasi, Perhimpunan Sekolah, Sukaneka",❌,❌,✅,"meremas-remas, manusia,, geroda, sanjungan, kuat",25.0,ya,2021-08-02,2021-08-02
"Bukalah tingkap tariklah bidai, 
cuaca hangat ke petang hari;
Duduk bercakap dengan yang pandai;
dapat semangat yakinkan diri,",CG Karmin Abbas ,Semangat,Motivasi,Menyemarakkan semangat dan motivasi dalam menghadapi cabaran hidup.,Untuk memberi dorongan dan inspirasi kepada individu atau masyarakat.,❌,❌,❌,"Seminar Motivasi, Perhimpunan Sekolah, Sukaneka",❌,❌,✅,"bidai,, bukalah, tariklah, tingkap, cuaca",25.0,ya,2021-07-30,2021-07-30
"Wadah rembulan didahan randu,
semarkah bahu berlerang bayang;
Sudah berbulan menahan rindu,
apakah tahu orang disayang ?",Tidak ditentukan,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"didahan, randu,, semarkah, rembulan, wadah",25.0,tidak,2021-07-25,2021-07-25
"Ada rembulan didahan randu,
berbayang bayang sebatas bahu ;
Sudah berbulan menahan rindu,
orang disayang apakah tahu.",Agusnadi Talah,Asmara,Perasaan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"didahan, randu,, rembulan, berbayang, ada",25.0,tidak,2021-07-25,2021-07-25
"Bertanam coklat mari rapatkan,
belah akasia sama pegaga;
Selamat milad saya ucapkan,
berkah usia sama keluarga.",Agusnadi Talah,Ulang tahun,Doa,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"coklat, mari, rapatkan,, belah, bertanam",22.0,tidak,2021-07-24,2021-07-24
"Kaperas Sige ku Gerdang Gerdungken
Paku La Santan Tama Tare Pinggan
Muas Melihe Banci Kutahanken
Aku La Atan Ija  Aku Ringan
",Kumalo Tarigan,Cinta,Anak Muda,Melambangkan perasaan cinta dan kasih sayang dalam perhubungan.,Untuk mengungkapkan perasaan cinta dan kasih kepada pasangan.,❌,❌,❌,"Majlis Perkahwinan, Hari Kekasih, Ulang Tahun Perkahwinan",❌,✅,❌,"gerdang, kaperas, gerdungken, ku, sige",24.0,ya,2021-07-20,2021-07-20
"matawari sipukul siwah
deleng Sinabung mbue kertahna
Sadawari kam lakuidah
timbang setahun akap dekahna
",Jenda Bangun,Cinta,Romantisme,Melambangkan perasaan cinta dan kasih sayang dalam perhubungan.,Untuk mengungkapkan perasaan cinta dan kasih kepada pasangan.,❌,❌,❌,"Majlis Perkahwinan, Hari Kekasih, Ulang Tahun Perkahwinan",❌,✅,❌,"sipukul, matawari, siwah, deleng, sinabung",22.0,ya,2021-07-20,2021-07-20
"Berastagi ku Bandarbaru 
Sarinembah sinuan buluh
Ersentabi kami man bandu
Riket nembah jari sepuluh
",Pulumun Ginting,Hormat,Adat,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"sinuan, ku, sarinembah, berastagi, bandarbaru",24.0,ya,2021-07-20,2021-07-20
"pulau pandan jauh ke tengah
gunung daik bercabang tiga
hancur badan dikandung tanah
budi baik dikenang juga",Hamba Alah,Budi,Nasihat,Memberikan pengajaran atau peringatan dalam kehidupan berasaskan nilai moral dan agama.,Digunakan untuk memberi nasihat atau peringatan dalam kehidupan seharian.,❌,❌,✅,"Kuliah Agama, Ceramah Motivasi, Khutbah Jumaat",✅,❌,❌,"jauh, ke, pulau, pandan, tengah",23.0,tidak,2021-07-20,2021-07-20
"Setelah tuang kulit kuaci,
kupaslah baki perlahan-lahan;
Ada uang di dalam laci,
tapi rezeki di tangan Tuhan.",CG Karmin Abbas ,Rezeki,Pedoman,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"setelah, kupaslah, tuang, kulit, kuaci,",25.0,ya,2021-07-17,2021-07-17
"Anyam ketupat satu persatu,
tiada tara meruah-ruah;
Sudah mendapat izin dan restu,
atur acara agar meriah.",CG Karmin Abbas ,Rancang,Pedoman,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"tiada, persatu,, anyam, ketupat, satu",25.0,ya,2021-07-17,2021-07-17
"Apa itu ketupat palas?
intinya tentu beras pulut;
Benar itu di dalam jelas,
bohong itu di dalam kalut.",CG Karmin Abbas,Benar dan bohong,Ilmu pengetahuan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"itu, apa, palas?, intinya, ketupat",25.0,ya,2021-07-16,2021-07-16
"Pinggir kota Teluk Baiduri, 
Singgah situ buka puasa;                         
Jikalau kita merendah diri,
Allah tentu sayang sentiasa. ",Na'aim Pani,Rendah diri,Nasihat,Memberikan pengajaran atau peringatan dalam kehidupan berasaskan nilai moral dan agama.,Digunakan untuk memberi nasihat atau peringatan dalam kehidupan seharian.,❌,❌,✅,"Kuliah Agama, Ceramah Motivasi, Khutbah Jumaat",✅,❌,❌,"singgah, pinggir, teluk, kota, baiduri,",25.0,ya,2021-07-16,2021-07-16
"Bawa anak pergi berlayar,
Berlayar bersama burung merpati,
Hutang emas boleh dibayar,
Hutang budi dibawa mati.",Rafiq Danish B. Rizal,Budi,Pantun Nasihat,Memberikan pengajaran atau peringatan dalam kehidupan berasaskan nilai moral dan agama.,Digunakan untuk memberi nasihat atau peringatan dalam kehidupan seharian.,❌,❌,✅,"Kuliah Agama, Ceramah Motivasi, Khutbah Jumaat",✅,❌,❌,"bawa, berlayar,, anak, berlayar, pergi",22.0,tidak,2021-07-15,2021-07-15
"Jalan ke kota jauh terasa,
Jatuh  tersandar terpijak duri:
Hindari kata  membawa dosa,
Kelak terhindar kawan sendiri.",ROSIAH BINTI OTHMAN,Nasihat,4 kerat,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"jauh, jalan, ke, kota, terasa,",25.0,tidak,2021-07-10,2021-07-10
"Jikalau jongkong hanyut ke selat 
Janganlah angin disangka kusut
Jikalau bengkung tidak mengikat 
Janganlah kain disangka kusut ",Rendra Setyadiharja,Nasihat,Pantun,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"ke, jikalau, selat, hanyut, jongkong",24.0,ya,2021-07-07,2021-07-07
"Apalah guna menanam perdu 
Sayang daunnya dibuat majun 
Apalah guna meminum madu 
Kalau akhirnya menegak racun ",Rendra Setyadiharja,Cinta,Pantun empat kerat,Melambangkan perasaan cinta dan kasih sayang dalam perhubungan.,Untuk mengungkapkan perasaan cinta dan kasih kepada pasangan.,❌,❌,❌,"Majlis Perkahwinan, Hari Kekasih, Ulang Tahun Perkahwinan",❌,✅,❌,"perdu, sayang, menanam, apalah, guna",25.0,ya,2021-07-07,2021-07-07
"Yang hidup pastilah mati
Tiada yang kekal buat selamanya
Jangan kamu bersusah hati
Mari kita sujud pada-Nya
",NUR FARAH SYARHANA BINTI JASMIN,Pengajaran,Pengajaran,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"yang, tiada, hidup, mati, pastilah",18.0,tidak,2021-07-07,2021-07-07
"Di situ kapuk di sini duwet,
buat acuan ungu warnanya;
Yang satu lapuk yang satu awet,
alahai Tuan apa niatnya?",CG Karmin Abbas,Duga akal,Teka-teki,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"di, kapuk, situ, sini",25.0,ya,2021-07-07,2021-07-07
"Batasnya lembut di bendang padi,
bersela-sela tidak terkira;
Tuan menyambut Hari Jadi, 
kami pula tumpang gembira.",CG Karmin Abbas ,Hari Jadi,Ucapan ,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"di, lembut, batasnya, bendang, padi,",25.0,ya,2021-07-04,2021-07-04
"Rakit menepi kuat berdendang,
orang senang melihat bertepuk;
Kulit sapi dibuat gendang,
orang Minang buat kerupuk.
",Dr. Umar Zein,Pantun Kelok,Kuliner,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"rakit, orang, kuat, menepi, berdendang,",25.0,ya,2021-07-01,2021-07-01
"Ubi  dibakar ditakar-takar,
jadi habuan agih-agihkan;
Bezanya kekar berbanding mekar,
Alahai Tuan tolong jelaskan.",CG Karmin Abbas,Perbandingan,Pertanyaan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"ditakar-takar,, ubi, dibakar, habuan, jadi",25.0,ya,2021-06-27,2021-06-27
"Rumpunan pokok di tanah rawa,
ulat belatung dipatuk nuri;
Kalau merokok tembakau jawa,
hisap sepuntung pening sehari.",CG Karmin Abbas,Pening,Gurauan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"pokok, rawa,, di, tanah, rumpunan",25.0,ya,2021-06-27,2021-06-27
"Di mana landak di situ duri, 
mari ramu indah karangannya;
Di mana hendak jumpa jauhari, 
meriah ilmu bijak sidangnya.",CG Karmin Abbas,Ilmu,Motivasi,Menyemarakkan semangat dan motivasi dalam menghadapi cabaran hidup.,Untuk memberi dorongan dan inspirasi kepada individu atau masyarakat.,❌,❌,❌,"Seminar Motivasi, Perhimpunan Sekolah, Sukaneka",❌,❌,✅,"di, landak, situ, mana",25.0,ya,2021-06-26,2021-06-26
"Bocor atap baiki atap,
bukan ember ditambah-tambah,
Covid rentap kitapun rentap,
sekat sumber bercambah-cambah.",CG Karmin Abbas,Covid,Panduan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"bukan, baiki, bocor, atap,, atap",25.0,ya,2021-06-26,2021-06-26
"Berkerpuk-kerpuk jatuh terhempas,
jadi aduan orang ke pekan;
Bergaul kapuk bersama kapas,
alahai tuan cuba bezakan.",CG Karmin Abbas,Perbezaan,Teka-Teki,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"terhempas,, jadi, jatuh, berkerpuk-kerpuk, aduan",25.0,ya,2021-06-22,2021-06-24
"Di fajar sadik berkokok lunak,
panjang alunan bunyi kokokan;
Beza yang didik dengan yang ternak,
alahai Tuan mohon asingkan.",CG Karmin Abbas,Pengetahuan,Kuiz,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"fajar, sadik, di, lunak,, berkokok",25.0,ya,2021-06-23,2021-06-23
"Elok tadi kita mengalah,

Tiada daya jadi resah,

Memilih jadi penganggur salah

Menjadi kaya sangatlah susah",Juliano A Mansiz,Perasaan,Bingung,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"mengalah,, elok, tadi, tiada, kita",25.0,tidak,2021-06-23,2021-06-23
"Ada hasil entah kemana

Ada proses dibalik tangga

Belum berhasil pasti dihina

Sudah sukses omongan tetangga",Juliano A Mansiz,Pernyataan,Pernyataan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"ada, kemana, hasil, entah",25.0,tidak,2021-06-23,2021-06-23
"Tumbuh padi tiada mudah,

Rumput mati tiada kira,

Hari tadi biarlah sudah.

Esok pasti lebih gembira.",Juliano A Mansiz,Nasehat,Nasehat,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"rumput, tiada, tumbuh, mudah,, padi",25.0,tidak,2021-06-22,2021-06-22
"Rumput basah tiada rana

Mawar kasih merah merona

Sungguh gelisah hati merana

Melihat kasih tak tahu kemana",Juliano A Mansiz,Percintaan,Galau,Melambangkan perasaan cinta dan kasih sayang dalam perhubungan.,Untuk mengungkapkan perasaan cinta dan kasih kepada pasangan.,❌,❌,❌,"Majlis Perkahwinan, Hari Kekasih, Ulang Tahun Perkahwinan",❌,✅,❌,"rumput, mawar, tiada, basah, rana",24.0,tidak,2021-06-22,2021-06-22
"Daun dadap di atas dulang,
anak ketam mati dituba;
Dalam kitab ada dibilang,
benda haram jangan dicuba.

",Samsul Bahri,Meningalkan yang haram,Pantun Naehat,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"daun, di, dulang,, dadap, atas",23.0,tidak,2021-03-21,2021-06-22
"Ramai amat mencari kerang,
pinggir kota Telok Baiduri;
Rasa hormat tidak berkurang,
jika kita merendah diri.",CG Karmin Abbas,Hormat,Nasihat,Memberikan pengajaran atau peringatan dalam kehidupan berasaskan nilai moral dan agama.,Digunakan untuk memberi nasihat atau peringatan dalam kehidupan seharian.,❌,❌,✅,"Kuliah Agama, Ceramah Motivasi, Khutbah Jumaat",✅,❌,❌,"pinggir, amat, kerang,, ramai, mencari",25.0,ya,2021-06-22,2021-06-22
"Rebung serumpun banyak selumbar,
di hutan banat orang memukat;
kuatkan tekun banyakkan sabar,
penghilang penat, pembawa dekat.",CG Karmin Abbas,Sabar,Motivasi,Menyemarakkan semangat dan motivasi dalam menghadapi cabaran hidup.,Untuk memberi dorongan dan inspirasi kepada individu atau masyarakat.,❌,❌,❌,"Seminar Motivasi, Perhimpunan Sekolah, Sukaneka",❌,❌,✅,"selumbar,, serumpun, di, rebung, banyak",25.0,ya,2021-06-21,2021-06-21
"Estet Tampines bangunan rendah,
ruang angkasa pesawat terbang;
Tersenyum manis membaca madah,
dapat dirasa jiwanya abang.",CG Karmin Abbas,Perasaan,Romantis,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"estet, bangunan, rendah,, ruang, tampines",25.0,ya,2021-06-20,2021-06-20
"Bacakan buku jangan abaikan,
Itulah orang peduli kawan;
Jadikan daku suka kebaikan,
wahai Tuhan Yang Maha Dermawan.",Agusnadi Talah,"Doa, Ramadhan",Agama,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"buku, bacakan, jangan, abaikan,, itulah",24.0,ya,2021-04-15,2021-06-20
"Mengkuang pandan tangkainya layu,
rumpun nan muda berkanji-kanji;
Belum sepadan rumah Melayu,
jika tiada bertudung saji.",CG Karmin Abbas,Anyaman,Budaya,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"tangkainya, rumpun, layu,, pandan, mengkuang",25.0,ya,2021-06-19,2021-06-20
"Waktu malam selimut embun,
siang pula bergebah awan;
Waktu silam rajin berkebun,
ramah bila jadi jutawan.",CG Karmin Abbas,Rajin,Nasihat,Memberikan pengajaran atau peringatan dalam kehidupan berasaskan nilai moral dan agama.,Digunakan untuk memberi nasihat atau peringatan dalam kehidupan seharian.,❌,❌,✅,"Kuliah Agama, Ceramah Motivasi, Khutbah Jumaat",✅,❌,❌,"siang, waktu, malam, embun,, selimut",25.0,ya,2021-06-20,2021-06-20
"Warna biru berbaju kurung,
tepi sumur buluh merumpun;
Lama baru elak bertarung,
Baru makmur dalam apapun.
",CG Karmin Abbas,Hidup makmur,Motivasi,Menyemarakkan semangat dan motivasi dalam menghadapi cabaran hidup.,Untuk memberi dorongan dan inspirasi kepada individu atau masyarakat.,❌,❌,❌,"Seminar Motivasi, Perhimpunan Sekolah, Sukaneka",❌,❌,✅,"tepi, kurung,, warna, biru, berbaju",25.0,ya,2021-06-19,2021-06-19
"Pulau pandan jauh ke tengah
gunung daik bercabang tiga
hancur badan dikandung tanah
budi baik dikenang juga",Hamba Allah,Budi,Warisan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"jauh, ke, pulau, pandan, tengah",23.0,tidak,2021-06-17,2021-06-17
"Sambal kerang rasa penangan,
jemput mari layanlah diri;
Kata orang diendah jangan,
saban hari memakan diri.",aisyah,Tidak ditentukan,nasihat,Memberikan pengajaran atau peringatan dalam kehidupan berasaskan nilai moral dan agama.,Digunakan untuk memberi nasihat atau peringatan dalam kehidupan seharian.,❌,❌,✅,"Kuliah Agama, Ceramah Motivasi, Khutbah Jumaat",✅,❌,❌,"kerang, jemput, penangan,, rasa, sambal",25.0,ya,2021-06-13,2021-06-15
"Bawak perahu sikit mendeham,
Sikit mendeham terhenyak bahu;
Banyak tahu sedikit paham,
Sedikit paham banyak tahu.
",Agusnadi Talah,Nasihat,Pengetahuan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"perahu, bawak, sikit, mendeham,",25.0,ya,2021-06-13,2021-06-14
"Adik tersayang bermain gunting,
Yang diseludup dengan lenang;
Sayang menyayang amat penting,
Agar hidup sentiasa tenang",Aisyah Damia,Kasih sayang,Nasihat,Menghargai hubungan kekeluargaan dan kasih sayang antara ahli keluarga.,Untuk menyampaikan nilai kekeluargaan dan kasih sayang.,❌,✅,❌,"Hari Keluarga, Kenduri Kesyukuran, Majlis Perkahwinan",❌,✅,❌,"tersayang, bermain, yang, gunting,, adik",23.0,tidak,2021-06-13,2021-06-13
"Terbang rendah si burung puyuh,
begitu liar hendak dijerat,
jangan susah jangan mengeluh,
tunggulah masa takkan terlewat.",Mya Arissa,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"puyuh,, si, burung, terbang, rendah",17.0,tidak,2021-06-12,2021-06-12
"Lautan biru sejak azali,
Dari negeri Kedah raja berasal,
Kesihatan diri penting sekali,
Jika tak dijaga kelak menyesal.",Suraya Hani,Kesihatan,Nasihat,Memberikan pengajaran atau peringatan dalam kehidupan berasaskan nilai moral dan agama.,Digunakan untuk memberi nasihat atau peringatan dalam kehidupan seharian.,❌,❌,✅,"Kuliah Agama, Ceramah Motivasi, Khutbah Jumaat",✅,❌,❌,"sejak, lautan, azali,, biru, dari",22.0,tidak,2021-06-12,2021-06-12
"Budak bengis selalu nakal,
ibu bimbang berkecil hati;
Adik menangis jatuh basikal,
kasih abang tolong mengubati.",Fitrina Nur Aina,Kasih sayang,Adik-beradik,Menghargai hubungan kekeluargaan dan kasih sayang antara ahli keluarga.,Untuk menyampaikan nilai kekeluargaan dan kasih sayang.,❌,✅,❌,"Hari Keluarga, Kenduri Kesyukuran, Majlis Perkahwinan",❌,✅,❌,"selalu, ibu, bengis, nakal,, budak",25.0,ya,2021-06-12,2021-06-12
"Sireh junjung pembuka bicara, 
Adat lama warisan budaya;
Ilmu dituntut adab dipelihara, 
Pedoman amalan hidup berjaya.",Nurina Tasnim Izzati Binti Ahmad Rosdi,Pantun Nasihat,Nasihat menuntut ilmu,Memberikan pengajaran atau peringatan dalam kehidupan berasaskan nilai moral dan agama.,Digunakan untuk memberi nasihat atau peringatan dalam kehidupan seharian.,❌,❌,✅,"Kuliah Agama, Ceramah Motivasi, Khutbah Jumaat",✅,❌,❌,"junjung, bicara,, pembuka, sireh, adat",22.0,tidak,2021-06-12,2021-06-12
"Tempayan di luar sudah pun sarat,
Sudahpun aku lap dengan tisuku,
Wanita diajar menutup aurat, 
Ajarlah lelaki mengawal nafsu",Ilya Dalilah,Maruah Wanita,Marah,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"tempayan, di, sudah, pun, luar",21.0,tidak,2021-06-12,2021-06-12
"Hidup subur si pohon cemara,
Mengundang unggas datang bertandang,
Pelihara alam sekitar tercinta,
Untuk generasi masa akan datang.",ALEEYA NUR YASMIN BINTI SHAH RIZAN,ALAM SEKITAR,Pantun Kelok,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"cemara,, pohon, subur, hidup, si",19.0,tidak,2021-06-12,2021-06-12
