Pantun,Penulis,Tema,Jenis,Makna,Situasi Penggunaan,Situasi Formal,Situasi Santai,Situasi Kehidupan,Acara/Majlis,Acara Keagamaan,Acara Sosial,Acara Pendidikan,Kata Kunci,Markah,Diterbitkan,Tarikh Cipta,Tarikh Ubah
"Rumpunan pokok di tanah rawa,
ulat belatung dipatuk nuri;
Kalau merokok tembakau jawa,
hisap sepuntung pening sehari.",CG Karmin Abbas,Pening,Gurauan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"pokok, rawa,, di, tanah, rumpunan",25,ya,27/06/2021,27/06/2021
"Di mana landak di situ duri, 
mari ramu indah karangannya;
Di mana hendak jumpa jauhari, 
meriah ilmu bijak sidangnya.",CG Karmin Abbas,Ilmu,Motivasi,Menyemarakkan semangat dan motivasi dalam menghadapi cabaran hidup.,Untuk memberi dorongan dan inspirasi kepada individu atau masyarakat.,❌,❌,❌,"Seminar Motivasi, Perhimpunan Sekolah, Sukaneka",❌,❌,✅,"di, landak, situ, mana",25,ya,26/06/2021,26/06/2021
"Bocor atap baiki atap,
bukan ember ditambah-tambah,
Covid rentap kitapun rentap,
sekat sumber bercambah-cambah.",CG Karmin Abbas,Covid,Panduan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"bukan, baiki, bocor, atap,, atap",25,ya,26/06/2021,26/06/2021
"Berkerpuk-kerpuk jatuh terhempas,
jadi aduan orang ke pekan;
Bergaul kapuk bersama kapas,
alahai tuan cuba bezakan.",CG Karmin Abbas,Perbezaan,Teka-Teki,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"terhempas,, jadi, jatuh, berkerpuk-kerpuk, aduan",25,ya,22/06/2021,24/06/2021
"Di fajar sadik berkokok lunak,
panjang alunan bunyi kokokan;
Beza yang didik dengan yang ternak,
alahai Tuan mohon asingkan.",CG Karmin Abbas,Pengetahuan,Kuiz,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"fajar, sadik, di, lunak,, berkokok",25,ya,23/06/2021,23/06/2021
"Elok tadi kita mengalah,

Tiada daya jadi resah,

Memilih jadi penganggur salah

Menjadi kaya sangatlah susah",Juliano A Mansiz,Perasaan,Bingung,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"mengalah,, elok, tadi, tiada, kita",25,tidak,23/06/2021,23/06/2021
"Ada hasil entah kemana

Ada proses dibalik tangga

Belum berhasil pasti dihina

Sudah sukses omongan tetangga",Juliano A Mansiz,Pernyataan,Pernyataan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"ada, kemana, hasil, entah",25,tidak,23/06/2021,23/06/2021
"Tumbuh padi tiada mudah,

Rumput mati tiada kira,

Hari tadi biarlah sudah.

Esok pasti lebih gembira.",Juliano A Mansiz,Nasehat,Nasehat,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"rumput, tiada, tumbuh, mudah,, padi",25,tidak,22/06/2021,22/06/2021
"Rumput basah tiada rana

Mawar kasih merah merona

Sungguh gelisah hati merana

Melihat kasih tak tahu kemana",Juliano A Mansiz,Percintaan,Galau,Melambangkan perasaan cinta dan kasih sayang dalam perhubungan.,Untuk mengungkapkan perasaan cinta dan kasih kepada pasangan.,❌,❌,❌,"Majlis Perkahwinan, Hari Kekasih, Ulang Tahun Perkahwinan",❌,✅,❌,"rumput, mawar, tiada, basah, rana",24,tidak,22/06/2021,22/06/2021
"Daun dadap di atas dulang,
anak ketam mati dituba;
Dalam kitab ada dibilang,
benda haram jangan dicuba.

",Samsul Bahri,Meningalkan yang haram,Pantun Naehat,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"daun, di, dulang,, dadap, atas",23,tidak,21/03/2021,22/06/2021
"Ramai amat mencari kerang,
pinggir kota Telok Baiduri;
Rasa hormat tidak berkurang,
jika kita merendah diri.",CG Karmin Abbas,Hormat,Nasihat,Memberikan pengajaran atau peringatan dalam kehidupan berasaskan nilai moral dan agama.,Digunakan untuk memberi nasihat atau peringatan dalam kehidupan seharian.,❌,❌,✅,"Kuliah Agama, Ceramah Motivasi, Khutbah Jumaat",✅,❌,❌,"pinggir, amat, kerang,, ramai, mencari",25,ya,22/06/2021,22/06/2021
"Rebung serumpun banyak selumbar,
di hutan banat orang memukat;
kuatkan tekun banyakkan sabar,
penghilang penat, pembawa dekat.",CG Karmin Abbas,Sabar,Motivasi,Menyemarakkan semangat dan motivasi dalam menghadapi cabaran hidup.,Untuk memberi dorongan dan inspirasi kepada individu atau masyarakat.,❌,❌,❌,"Seminar Motivasi, Perhimpunan Sekolah, Sukaneka",❌,❌,✅,"selumbar,, serumpun, di, rebung, banyak",25,ya,21/06/2021,21/06/2021
"Estet Tampines bangunan rendah,
ruang angkasa pesawat terbang;
Tersenyum manis membaca madah,
dapat dirasa jiwanya abang.",CG Karmin Abbas,Perasaan,Romantis,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"estet, bangunan, rendah,, ruang, tampines",25,ya,20/06/2021,20/06/2021
"Bacakan buku jangan abaikan,
Itulah orang peduli kawan;
Jadikan daku suka kebaikan,
wahai Tuhan Yang Maha Dermawan.",Agusnadi Talah,"Doa, Ramadhan",Agama,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"buku, bacakan, jangan, abaikan,, itulah",24,ya,15/04/2021,20/06/2021
"Mengkuang pandan tangkainya layu,
rumpun nan muda berkanji-kanji;
Belum sepadan rumah Melayu,
jika tiada bertudung saji.",CG Karmin Abbas,Anyaman,Budaya,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"tangkainya, rumpun, layu,, pandan, mengkuang",25,ya,19/06/2021,20/06/2021
"Waktu malam selimut embun,
siang pula bergebah awan;
Waktu silam rajin berkebun,
ramah bila jadi jutawan.",CG Karmin Abbas,Rajin,Nasihat,Memberikan pengajaran atau peringatan dalam kehidupan berasaskan nilai moral dan agama.,Digunakan untuk memberi nasihat atau peringatan dalam kehidupan seharian.,❌,❌,✅,"Kuliah Agama, Ceramah Motivasi, Khutbah Jumaat",✅,❌,❌,"siang, waktu, malam, embun,, selimut",25,ya,20/06/2021,20/06/2021
"Warna biru berbaju kurung,
tepi sumur buluh merumpun;
Lama baru elak bertarung,
Baru makmur dalam apapun.
",CG Karmin Abbas,Hidup makmur,Motivasi,Menyemarakkan semangat dan motivasi dalam menghadapi cabaran hidup.,Untuk memberi dorongan dan inspirasi kepada individu atau masyarakat.,❌,❌,❌,"Seminar Motivasi, Perhimpunan Sekolah, Sukaneka",❌,❌,✅,"tepi, kurung,, warna, biru, berbaju",25,ya,19/06/2021,19/06/2021
"Pulau pandan jauh ke tengah
gunung daik bercabang tiga
hancur badan dikandung tanah
budi baik dikenang juga",Hamba Allah,Budi,Warisan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"jauh, ke, pulau, pandan, tengah",23,tidak,17/06/2021,17/06/2021
"Sambal kerang rasa penangan,
jemput mari layanlah diri;
Kata orang diendah jangan,
saban hari memakan diri.",aisyah,Tidak ditentukan,nasihat,Memberikan pengajaran atau peringatan dalam kehidupan berasaskan nilai moral dan agama.,Digunakan untuk memberi nasihat atau peringatan dalam kehidupan seharian.,❌,❌,✅,"Kuliah Agama, Ceramah Motivasi, Khutbah Jumaat",✅,❌,❌,"kerang, jemput, penangan,, rasa, sambal",25,ya,13/06/2021,15/06/2021
"Bawak perahu sikit mendeham,
Sikit mendeham terhenyak bahu;
Banyak tahu sedikit paham,
Sedikit paham banyak tahu.
",Agusnadi Talah,Nasihat,Pengetahuan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"perahu, bawak, sikit, mendeham,",25,ya,13/06/2021,14/06/2021
"Adik tersayang bermain gunting,
Yang diseludup dengan lenang;
Sayang menyayang amat penting,
Agar hidup sentiasa tenang",Aisyah Damia,Kasih sayang,Nasihat,Menghargai hubungan kekeluargaan dan kasih sayang antara ahli keluarga.,Untuk menyampaikan nilai kekeluargaan dan kasih sayang.,❌,✅,❌,"Hari Keluarga, Kenduri Kesyukuran, Majlis Perkahwinan",❌,✅,❌,"tersayang, bermain, yang, gunting,, adik",23,tidak,13/06/2021,13/06/2021
"Terbang rendah si burung puyuh,
begitu liar hendak dijerat,
jangan susah jangan mengeluh,
tunggulah masa takkan terlewat.",Mya Arissa,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"puyuh,, si, burung, terbang, rendah",17,tidak,12/06/2021,12/06/2021
"Lautan biru sejak azali,
Dari negeri Kedah raja berasal,
Kesihatan diri penting sekali,
Jika tak dijaga kelak menyesal.",Suraya Hani,Kesihatan,Nasihat,Memberikan pengajaran atau peringatan dalam kehidupan berasaskan nilai moral dan agama.,Digunakan untuk memberi nasihat atau peringatan dalam kehidupan seharian.,❌,❌,✅,"Kuliah Agama, Ceramah Motivasi, Khutbah Jumaat",✅,❌,❌,"sejak, lautan, azali,, biru, dari",22,tidak,12/06/2021,12/06/2021
"Budak bengis selalu nakal,
ibu bimbang berkecil hati;
Adik menangis jatuh basikal,
kasih abang tolong mengubati.",Fitrina Nur Aina,Kasih sayang,Adik-beradik,Menghargai hubungan kekeluargaan dan kasih sayang antara ahli keluarga.,Untuk menyampaikan nilai kekeluargaan dan kasih sayang.,❌,✅,❌,"Hari Keluarga, Kenduri Kesyukuran, Majlis Perkahwinan",❌,✅,❌,"selalu, ibu, bengis, nakal,, budak",25,ya,12/06/2021,12/06/2021
"Sireh junjung pembuka bicara, 
Adat lama warisan budaya;
Ilmu dituntut adab dipelihara, 
Pedoman amalan hidup berjaya.",Nurina Tasnim Izzati Binti Ahmad Rosdi,Pantun Nasihat,Nasihat menuntut ilmu,Memberikan pengajaran atau peringatan dalam kehidupan berasaskan nilai moral dan agama.,Digunakan untuk memberi nasihat atau peringatan dalam kehidupan seharian.,❌,❌,✅,"Kuliah Agama, Ceramah Motivasi, Khutbah Jumaat",✅,❌,❌,"junjung, bicara,, pembuka, sireh, adat",22,tidak,12/06/2021,12/06/2021
"Tempayan di luar sudah pun sarat,
Sudahpun aku lap dengan tisuku,
Wanita diajar menutup aurat, 
Ajarlah lelaki mengawal nafsu",Ilya Dalilah,Maruah Wanita,Marah,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"tempayan, di, sudah, pun, luar",21,tidak,12/06/2021,12/06/2021
"Hidup subur si pohon cemara,
Mengundang unggas datang bertandang,
Pelihara alam sekitar tercinta,
Untuk generasi masa akan datang.",ALEEYA NUR YASMIN BINTI SHAH RIZAN,ALAM SEKITAR,Pantun Kelok,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"cemara,, pohon, subur, hidup, si",19,tidak,12/06/2021,12/06/2021
"Tunda lapar,
makan indomi;
hati menggelepar,
cintapun bersemi.",Fitrina Nur Aina,Jenaka,Cinta,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"hati, indomi;, tunda, makan, lapar,",14,tidak,12/06/2021,12/06/2021
"Orang sabahan pandai bersuji,
adik bergembira hilang derita;
Jaga kebersihan sikap terpuji,
bumi terpelihara indah dimata.",Fitrina Nur Aina,Kebersihan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"orang, sabahan, pandai, bersuji,, adik",23,tidak,12/06/2021,12/06/2021
"Sorong papan tarik papan
Buah keranji di atas peti
Suruh makan saya makan
Suruh mengaji saya tak mahu",Tidak ditentukan,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"papan, sorong, tarik, buah",15,tidak,12/06/2021,12/06/2021
"Gulai tongkol bertumis cili,
lemak turi keledek manis;
Berulam jengkol enak sekali,
masuk pencuri tersenyum sinis.",CG Karmin Abbas,Gurau,Masakan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"lemak, tongkol, cili,, gulai, bertumis",25,ya,06/06/2021,06/06/2021
"Pampang pena hendak bergaya,
bergaya rapi merah rona;
Gampang terkena tak percaya,
percaya tapi payah kena.",Agusnadi Talah,Nasihat,Budaya,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"hendak, pampang, pena, bergaya, bergaya,",25,tidak,04/06/2021,04/06/2021
"Sawah Sagil tangkainya layu,
ubi muda berkanji-kanji;
Belum dipanggil rumah Melayu,
jika tiada tudungan saji.",CG Karmin Abbas,"Budaya, Warisan, Tudung Saji",Budaya,Menerapkan nilai dan keindahan adat serta budaya dalam kehidupan.,Untuk memperkenalkan dan menghargai budaya serta warisan bangsa.,❌,❌,❌,"Festival Kebudayaan, Kenduri Adat, Persembahan Seni",❌,❌,❌,"tangkainya, sagil, ubi, layu,, sawah",25,ya,02/06/2021,02/06/2021
"Tinggi semampai si anak dara,
keras batu tak sekeras baja;
Sudah sampai pulau Sumatera,
tentu rindu tak menjadi raja.
",Budak UISU,Rindu,Gurau,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"semampai, dara,, tinggi, si, anak",25,ya,26/04/2021,02/06/2021
"Hela kereta atas bukit,
biru angkasa saat rehat;
Bila kita terkena sakit,
baru rasa manfaat sehat.",Agusnadi Talah,Sakit,Nasihat,Memberikan pengajaran atau peringatan dalam kehidupan berasaskan nilai moral dan agama.,Digunakan untuk memberi nasihat atau peringatan dalam kehidupan seharian.,❌,❌,✅,"Kuliah Agama, Ceramah Motivasi, Khutbah Jumaat",✅,❌,❌,"hela, kereta, biru, atas, bukit,",25,tidak,01/06/2021,01/06/2021
"Jika kasau di bumbung tinggi,
pasak juga jadi pengerat;
Jika bangau terbang meninggi,
paya juga tempat mendarat.",Rendra,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"bumbung, di, kasau, tinggi,, jika",25,ya,29/04/2021,28/05/2021
"Emas berpeti kerbau berkandang,
tampilah beras di bendang padi;
Tuan berbakti berbagai bidang,
itulah teras orang berbudi.",CG Karmin Abbas,Berbakti,Budi,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"tampilah, berkandang,, berpeti, kerbau, emas",25,ya,23/01/2021,26/05/2021
"Ketupat palas beranyam pundi, 
ketamlah renjong digulai lemak;
Jangan malas mengenang budi,
kita sanjong jasanya emak. ",CG Karmin Abbas ,Jasa,Budi,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"palas, beranyam, ketupat, ketamlah, pundi,",25,ya,25/05/2021,25/05/2021
"Indahnya Pulau Panjang Timur,
suri menganyam tudung saji;
Fikiran galau menjadi makmur,
enak mengenyam bangkit dan suji.",CG Karmin Abbas,Wisata,Promosi,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"panjang, pulau, indahnya, suri, timur,",25,ya,24/05/2021,24/05/2021
"Menuam bukan sebarang tuam,
arang dipahat tidak terkira;
Berdiam bukan sebarang diam,
lega melihat anak gembira.",CG Karmin Abbas,Ayah,Kasih,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"bukan, menuam, tuam,, sebarang, arang",25,ya,23/05/2021,23/05/2021
"Dari Jakarta ke Tanjung Pinang,
pesawat terbang di atas angin;
Semua ingin pandemi hilang,
pakai masker dan juga suntiklah vaksin",Presiden Jokowi INA,Pandemi,Nasihat,Memberikan pengajaran atau peringatan dalam kehidupan berasaskan nilai moral dan agama.,Digunakan untuk memberi nasihat atau peringatan dalam kehidupan seharian.,❌,❌,✅,"Kuliah Agama, Ceramah Motivasi, Khutbah Jumaat",✅,❌,❌,"tanjung, ke, pinang,, jakarta, dari",18,tidak,22/05/2021,22/05/2021
"Di bawah perdu serumpun buluh,
melayah-layah terbawa angin;
Ibu dirindu sampai berkeluh,
merindu ayah sampai teringin.",CG Karmin Abbas,Rindu,Nostalgia,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"perdu, serumpun, di, bawah, buluh,",25,ya,20/05/2021,20/05/2021
"Berburu rusa di belantara,
guruh berdentum kala berjalan;
Tabur jasa demi negara,
nama harum sepanjang zaman.",Tidak ditentukan,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"guruh, berburu, belantara,, di, rusa",22,tidak,17/05/2021,19/05/2021
"Kalau ada sumur di ladang  
boleh kita tanam selasih;
Kalau ada umur yang panjang,
boleh kita menanam kasih",Dr. Umar Zein,Nasihat,Pergaulan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"sumur, kalau, di, ladang, ada",23,ya,19/05/2021,19/05/2021
"Kalau laman berpagar jeruji,
benalu pohon tidak berdaya;
Kalau teman mengingkari janji,
seribu mohon tak dipercaya.
",Dr. Umar Zein,Nasihat,Pergaulan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"kalau, jeruji,, benalu, berpagar, laman",25,ya,19/05/2021,19/05/2021
"Batang amra dibuat titi,
Berhati-hati ketika menyeberang,
Kepada negara kita berbakti,
Nama yang baik dikenang orang.",Rafiq Danish,pariotik,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"titi,, batang, dibuat, berhati-hati, amra",22,tidak,17/05/2021,17/05/2021
"Batang amra dibuat titi,
Berhati-hati apabila menyeberang;
Kepada negara kita berbakti,
Nama yang baik dikenang orang",Tidak ditentukan,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"titi,, batang, dibuat, berhati-hati, amra",19,tidak,17/05/2021,17/05/2021
"Robinhood beraksi hanya mainan,
letak dilobi mantap bergerilya;
Brotherhood in Harmony digaungkan,
Semoga AABI tetaplah berjaya.",Agusnadi Talah,Agama,Silaturrahmi,Memberikan pengajaran atau peringatan dalam kehidupan berasaskan nilai moral dan agama.,Digunakan untuk memberi nasihat atau peringatan dalam kehidupan seharian.,❌,❌,✅,"Kuliah Agama, Ceramah Motivasi, Khutbah Jumaat",✅,❌,❌,"letak, hanya, robinhood, beraksi, mainan,",22,tidak,16/05/2021,16/05/2021
"Gambar jadul mari diwarnai,
katak ampibi lompat kedarat;
Refleksi idul fitri dimaknai,
soliditas AABI kita pererat.",Agusnadi Talah,Tidak ditentukan,Tidak ditentukan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"katak, diwarnai,, mari, jadul, gambar",22,tidak,16/05/2021,16/05/2021
"Binjai disebutnya kota rambutan,
Bersemi membara di rumah bilal;
HariRaya disambut dengan spontan,
AABI nusantara halal bi halal.",Agusnadi Talah,Hari Raya,Silaturrahmi,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"rambutan,, bersemi, disebutnya, binjai, kota",24,tidak,16/05/2021,16/05/2021
"Petik bengkuwang dalam lobang,
tarik luar dengan kelewang;
SiAnak bawang Trio Bimbang
mulai keluar harum bawang.",Agusnadi Talah,Sukses,Usaha,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"dalam, bengkuwang, petik, tarik, lobang,",25,tidak,16/05/2021,16/05/2021
"Petik periya satu-satu, 
lalu angkut hendak dijual;
Berjalan raya sudah tentu, 
kena ikut jarak sosial.",CG Karmin Abbas ,Covid 29,Peringatan,Pantun ini mengandungi mesej tersirat yang boleh dikaji lebih lanjut.,Boleh digunakan dalam pelbagai situasi bergantung kepada konteksnya.,❌,❌,❌,"Pelbagai acara seperti ceramah, perbincangan budaya, dan puisi santai.",❌,❌,❌,"lalu, periya, angkut, satu-satu,, petik",25,ya,13/05/2021,13/05/2021
"Puncak Sinabung dilamun mega,
senandung seni suar mentari;
Kacak bergabung pantun meraga,
menyanjung seni mekar bestari.",Dr. Umar Zein,Budaya,Jaga Budaya,Menerapkan nilai dan keindahan adat serta budaya dalam kehidupan.,Untuk memperkenalkan dan menghargai budaya serta warisan bangsa.,❌,❌,❌,"Festival Kebudayaan, Kenduri Adat, Persembahan Seni",❌,❌,❌,"dilamun, mega,, senandung, puncak, sinabung",25,ya,11/05/2021,11/05/2021
"Mengupas limau anak Berastagi,
atur menyigi isi para-para;
Lintas pulau ajak berbagi,
tutur seni  sastra gembira.",Dr. Umar Zein,Budaya,Jaga Budaya,Menerapkan nilai dan keindahan adat serta budaya dalam kehidupan.,Untuk memperkenalkan dan menghargai budaya serta warisan bangsa.,❌,❌,❌,"Festival Kebudayaan, Kenduri Adat, Persembahan Seni",❌,❌,❌,"berastagi,, mengupas, limau, atur, anak",25,ya,11/05/2021,11/05/2021
"Tenun songket kain Batubara,
dedah berwarna cerah disusun;
Pantun sederet jalin saudara,
cerah merona indah tersusun",Dr. Umar Zein,Budaya,Jaga Budaya,Menerapkan nilai dan keindahan adat serta budaya dalam kehidupan.,Untuk memperkenalkan dan menghargai budaya serta warisan bangsa.,❌,❌,❌,"Festival Kebudayaan, Kenduri Adat, Persembahan Seni",❌,❌,❌,"dedah, kain, tenun, songket, batubara,",25,ya,11/05/2021,11/05/2021
"Langkah teratur lampin tari,
ronggeng Deli gembira rasa;
Kalaulah luhur pemimpin negeri,
takkan oleng jeli bahtera bangsa.
",Dr. Umar Zein,Budaya,Jaga Budaya,Menerapkan nilai dan keindahan adat serta budaya dalam kehidupan.,Untuk memperkenalkan dan menghargai budaya serta warisan bangsa.,❌,❌,❌,"Festival Kebudayaan, Kenduri Adat, Persembahan Seni",❌,❌,❌,"teratur, langkah, ronggeng, lampin, tari,",25,ya,11/05/2021,11/05/2021
